work_idx	cmd	local pid	queued	run_idx	status	worker	local start time	local end time	local elapsed time	remote start time	remote end time	remote elapsed time	user time	system time	max rss	shared	unshared	stack	minor faults	major faults	pid	io
925	mDiffFit  -s fit.000198.000199.txt p2mass-atlas-981204n-j0340021.fits p2mass-atlas-981204n-j0330244.fits diff.198.199.fits ../../data/data2/region.hdr  || echo err	21708	31.216	925	exit 0	huscs009-kabe-2011-06-05-21-41-34-3683	31.220568	34.212123	2.991555	32.150065	34.202488	2.05242300034	0.000000	0.012001	0	0	0	0	5906	0	21791	
926	mDiffFit  -s fit.000204.000305.txt p2mass-atlas-981105n-j2430244.fits p2mass-atlas-981105n-j2430232.fits diff.204.305.fits ../../data/data2/region.hdr  || echo err	21733	31.216	926	exit 0	huscs007-kabe-2011-06-05-21-41-34-29945	31.220568	34.775029	3.554461	31.924902	34.709760	2.78485798836	0.000000	0.004000	0	0	0	0	5899	0	21792	
927	mDiffFit  -s fit.000212.000307.txt p2mass-atlas-981105n-j2470256.fits p2mass-atlas-981105n-j2470244.fits diff.212.307.fits ../../data/data2/region.hdr  || echo err	21760	31.216	927	exit 0	huscs002-kabe-2011-06-05-21-41-34-26469	31.220568	32.286677	1.066109	31.522340	32.251861	0.729521036148	0.000000	0.012001	0	0	0	0	5911	0	21793	
928	mDiffFit  -s fit.000214.000217.txt p2mass-atlas-981105n-j2450244.fits p2mass-atlas-981105n-j2440021.fits diff.214.217.fits ../../data/data2/region.hdr  || echo err	21763	31.216	928	exit 0	huscs015-kabe-2011-06-05-21-41-29-23171	31.220568	35.356933	4.136365	31.941554	35.350295	3.40874099731	0.000000	0.008000	0	0	0	0	5904	0	21794	
929	mDiffFit  -s fit.000205.000217.txt p2mass-atlas-981105n-j2440009.fits p2mass-atlas-981105n-j2440021.fits diff.205.217.fits ../../data/data2/region.hdr  || echo err	21738	31.216	929	exit 0	huscs016-kabe-2011-06-05-21-41-34-23255	31.220568	34.261828	3.041260	32.345719	34.251766	1.90604710579	0.004000	0.008000	0	0	0	0	5902	0	21795	
930	mDiffFit  -s fit.000205.000211.txt p2mass-atlas-981105n-j2440009.fits p2mass-atlas-981105n-j2450256.fits diff.205.211.fits ../../data/data2/region.hdr  || echo err	21736	31.216	930	exit 0	huscs016-kabe-2011-06-05-21-41-29-23248	31.220568	34.085981	2.865413	32.047607	34.080122	2.03251481056	0.004000	0.004000	0	0	0	0	5894	0	21796	
931	mDiffFit  -s fit.000206.000305.txt p2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2430232.fits diff.206.305.fits ../../data/data2/region.hdr  || echo err	21742	31.216	931	exit 0	huscs012-kabe-2011-06-05-21-41-29-18599	31.220568	34.774206	3.553638	32.194416	34.673234	2.47881793976	0.004000	0.000000	0	0	0	0	5906	0	21797	
932	mDiffFit  -s fit.000219.000220.txt p2mass-atlas-981105n-j2310232.fits p2mass-atlas-981105n-j2320032.fits diff.219.220.fits ../../data/data2/region.hdr  || echo err	21775	31.217	932	exit 0	huscs002-kabe-2011-04-11-00-17-13-3176	31.220568	34.902871	3.682303	32.236834	34.891519	2.65468502045	0.004001	0.000000	0	0	0	0	5911	0	21798	
933	mDiffFit  -s fit.000193.000195.txt p2mass-atlas-981204n-j0330232.fits p2mass-atlas-981204n-j0320033.fits diff.193.195.fits ../../data/data2/region.hdr  || echo err	21687	31.217	933	exit 0	huscs005-kabe-2011-04-11-00-17-13-1062	31.220568	34.728718	3.508150	32.060214	34.632542	2.57232809067	0.000000	0.008000	0	0	0	0	5919	0	21799	
934	mDiffFit  -s fit.000206.000214.txt p2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2450244.fits diff.206.214.fits ../../data/data2/region.hdr  || echo err	21739	31.217	934	exit 0	huscs001-kabe-2011-06-05-21-41-34-31906	31.220568	34.418075	3.197507	32.185078	34.372615	2.18753695488	0.004000	0.012001	0	0	0	0	5903	0	21800	
935	mDiffFit  -s fit.000206.000302.txt p2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2450232.fits diff.206.302.fits ../../data/data2/region.hdr  || echo err	21741	31.217	935	exit 0	huscs008-kabe-2011-06-05-21-41-39-30586	31.220568	33.883947	2.663379	31.815559	33.877987	2.06242799759	0.008001	0.004001	0	0	0	0	5909	0	21801	
936	mDiffFit  -s fit.000218.000245.txt p2mass-atlas-981105n-j2330232.fits p2mass-atlas-981105n-j2330244.fits diff.218.245.fits ../../data/data2/region.hdr  || echo err	21774	31.217	936	exit 0	huscs018-kabe-2011-06-05-21-41-34-2909	31.220568	34.104749	2.884181	31.837034	34.092871	2.25583720207	0.004000	0.000000	0	0	0	0	5910	0	21802	
937	mDiffFit  -s fit.000205.000216.txt p2mass-atlas-981105n-j2440009.fits p2mass-atlas-981105n-j2450266.fits diff.205.216.fits ../../data/data2/region.hdr  || echo err	21737	31.217	937	exit 0	huscs011-kabe-2011-06-05-21-41-34-18504	31.220568	35.025208	3.804640	32.223665	35.009440	2.78577518463	0.000000	0.004000	0	0	0	0	5898	0	21803	
938	mDiffFit  -s fit.000219.000222.txt p2mass-atlas-981105n-j2310232.fits p2mass-atlas-981105n-j2300032.fits diff.219.222.fits ../../data/data2/region.hdr  || echo err	21776	31.217	938	exit 0	huscs016-kabe-2011-06-05-21-41-34-23258	31.220568	34.376319	3.155751	32.103966	34.362244	2.25827813148	0.004000	0.008000	0	0	0	0	5900	0	21804	
939	mDiffFit  -s fit.000218.000220.txt p2mass-atlas-981105n-j2330232.fits p2mass-atlas-981105n-j2320032.fits diff.218.220.fits ../../data/data2/region.hdr  || echo err	21772	31.217	939	exit 0	huscs011-kabe-2011-06-05-21-41-29-18478	31.220568	34.975408	3.754840	31.903713	34.965108	3.0613951683	0.000000	0.008001	0	0	0	0	5903	0	21805	
940	mDiffFit  -s fit.000206.000217.txt p2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2440021.fits diff.206.217.fits ../../data/data2/region.hdr  || echo err	21740	31.217	940	exit 0	huscs009-kabe-2011-06-05-21-41-29-3664	31.220568	34.114706	2.894138	32.040481	34.102666	2.06218504906	0.000000	0.012001	0	0	0	0	5910	0	21806	
941	mDiffFit  -s fit.000194.000199.txt p2mass-atlas-981204n-j0340033.fits p2mass-atlas-981204n-j0330244.fits diff.194.199.fits ../../data/data2/region.hdr  || echo err	21691	31.218	941	exit 0	huscs011-kabe-2011-06-05-21-41-29-18480	31.220568	35.395070	4.174502	31.530846	35.349871	3.81902503967	0.008000	0.000000	0	0	0	0	5912	0	21807	
942	mDiffFit  -s fit.000213.000215.txt p2mass-atlas-981204n-j0460009.fits p2mass-atlas-981105n-j2360009.fits diff.213.215.fits ../../data/data2/region.hdr  || echo err	21761	31.218	942	exit 0	huscs009-kabe-2011-06-05-21-41-34-3680	31.220568	34.828676	3.608108	32.281114	34.784924	2.50380992889	0.000000	0.008000	0	0	0	0	5898	0	21809	
943	mDiffFit  -s fit.000219.000223.txt p2mass-atlas-981105n-j2310232.fits p2mass-atlas-981105n-j2310244.fits diff.219.223.fits ../../data/data2/region.hdr  || echo err	21777	31.218	943	exit 0	huscs008-kabe-2011-06-05-21-41-34-30581	31.220568	34.354009	3.133441	32.300132	34.339902	2.03977012634	0.000000	0.004000	0	0	0	0	5912	0	21810	
944	mDiffFit  -s fit.000202.000304.txt p2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2460032.fits diff.202.304.fits ../../data/data2/region.hdr  || echo err	21714	31.218	944	exit 0	huscs012-kabe-2011-06-05-21-41-34-18629	31.220568	34.683896	3.463328	32.060668	34.617492	2.55682420731	0.000000	0.012001	0	0	0	0	5899	0	21811	
945	mDiffFit  -s fit.000220.000223.txt p2mass-atlas-981105n-j2320032.fits p2mass-atlas-981105n-j2310244.fits diff.220.223.fits ../../data/data2/region.hdr  || echo err	21778	31.237	945	exit 0	huscs006-kabe-2011-06-05-21-41-29-8241	31.253073	35.009696	3.756623	32.037256	35.001982	2.96472597122	0.000000	0.008001	0	0	0	0	5902	0	21815	
946	mDiffFit  -s fit.000205.000209.txt p2mass-atlas-981105n-j2440009.fits p2mass-atlas-981204n-j0470266.fits diff.205.209.fits ../../data/data2/region.hdr  || echo err	21734	31.237	946	exit 0	huscs004-kabe-2011-06-05-21-41-29-14368	31.253073	36.018966	4.765893	32.334390	36.012042	3.67765188217	0.004001	0.008001	0	0	0	0	5911	0	21816	
947	mDiffFit  -s fit.000220.000241.txt p2mass-atlas-981105n-j2320032.fits p2mass-atlas-981105n-j2320021.fits diff.220.241.fits ../../data/data2/region.hdr  || echo err	21779	31.237	947	exit 0	huscs001-kabe-2011-06-05-21-41-29-31885	31.253073	35.290400	4.037327	34.370266	35.204555	0.834288835526	0.000000	0.012001	0	0	0	0	5897	0	21817	
948	mDiffFit  -s fit.000203.000208.txt p2mass-atlas-981105n-j2430266.fits p2mass-atlas-981204n-j0450266.fits diff.203.208.fits ../../data/data2/region.hdr  || echo err	21719	31.256	948	exit 0	huscs004-kabe-2011-06-05-21-41-34-14381	31.256983	33.666928	2.409945	31.712599	33.647431	1.9348320961	0.000000	0.004000	0	0	0	0	1579	0	21818	err
#	
949	mDiffFit  -s fit.000203.000209.txt p2mass-atlas-981105n-j2430266.fits p2mass-atlas-981204n-j0470266.fits diff.203.209.fits ../../data/data2/region.hdr  || echo err	21720	31.256	949	exit 0	huscs008-kabe-2011-06-05-21-41-39-30585	31.256983	35.431738	4.174755	32.274273	35.421895	3.14762187004	0.008001	0.000000	0	0	0	0	5907	0	21819	
950	mDiffFit  -s fit.000190.000269.txt p2mass-atlas-981105n-j2150266.fits p2mass-atlas-981105n-j2160009.fits diff.190.269.fits ../../data/data2/region.hdr  || echo err	21677	31.256	950	exit 0	huscs011-kabe-2011-06-05-21-41-34-18508	31.256983	34.774577	3.517594	32.108961	34.669246	2.5602850914	0.000000	0.012001	0	0	0	0	5911	0	21820	
951	mDiffFit  -s fit.000203.000205.txt p2mass-atlas-981105n-j2430266.fits p2mass-atlas-981105n-j2440009.fits diff.203.205.fits ../../data/data2/region.hdr  || echo err	21718	31.256	951	exit 0	huscs016-kabe-2011-06-05-21-41-29-23247	31.256983	32.417072	1.160089	31.526079	32.407557	0.881477832794	0.000000	0.004000	0	0	0	0	5910	0	21821	
952	mDiffFit  -s fit.000207.000215.txt p2mass-atlas-981105n-j2360021.fits p2mass-atlas-981105n-j2360009.fits diff.207.215.fits ../../data/data2/region.hdr  || echo err	21744	31.256	952	exit 0	huscs018-kabe-2011-06-05-21-41-34-2912	31.256983	34.246812	2.989829	32.029817	34.234502	2.20468497276	0.008000	0.008001	0	0	0	0	5899	0	21822	
953	mDiffFit  -s fit.000208.000213.txt p2mass-atlas-981204n-j0450266.fits p2mass-atlas-981204n-j0460009.fits diff.208.213.fits ../../data/data2/region.hdr  || echo err	21748	31.256	953	exit 0	huscs016-kabe-2011-06-05-21-41-34-23262	31.256983	34.998980	3.741997	32.303726	34.966523	2.66279697418	0.000000	0.012001	0	0	0	0	5901	0	21823	
954	mDiffFit  -s fit.000202.000307.txt p2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2470244.fits diff.202.307.fits ../../data/data2/region.hdr  || echo err	21717	31.257	954	exit 0	huscs010-kabe-2011-06-05-21-41-34-25187	31.256983	34.674864	3.417881	32.124139	34.588981	2.46484208107	0.000000	0.016001	0	0	0	0	5907	0	21824	
955	mDiffFit  -s fit.000203.000210.txt p2mass-atlas-981105n-j2430266.fits p2mass-atlas-981105n-j2430256.fits diff.203.210.fits ../../data/data2/region.hdr  || echo err	21721	31.261	955	exit 0	huscs002-kabe-2011-06-05-21-41-29-26438	31.261090	34.828020	3.566930	32.135594	34.768124	2.63252997398	0.000000	0.008001	0	0	0	0	5908	0	21825	
956	mDiffFit  -s fit.000189.000296.txt p2mass-atlas-981204n-j0350266.fits p2mass-atlas-981105n-j2170266.fits diff.189.296.fits ../../data/data2/region.hdr  || echo err	21673	31.261	956	exit 0	huscs012-kabe-2011-06-05-21-41-29-18600	31.261090	34.524379	3.263289	32.284647	34.428651	2.14400410652	0.000000	0.004000	0	0	0	0	5904	0	21826	
957	mDiffFit  -s fit.000196.000199.txt p2mass-atlas-981204n-j0330256.fits p2mass-atlas-981204n-j0330244.fits diff.196.199.fits ../../data/data2/region.hdr  || echo err	21698	31.261	957	exit 0	huscs003-kabe-2011-06-05-21-41-29-14472	31.261090	35.327246	4.066156	32.291197	35.318865	3.02766799927	0.000000	0.012001	0	0	0	0	5892	0	21827	
958	mDiffFit  -s fit.000199.000201.txt p2mass-atlas-981204n-j0330244.fits p2mass-atlas-981204n-j0320021.fits diff.199.201.fits ../../data/data2/region.hdr  || echo err	21709	31.263	958	exit 0	huscs004-kabe-2011-06-05-21-41-34-14382	31.263592	34.684114	3.420522	32.267962	34.609883	2.34192109108	0.000000	0.008001	0	0	0	0	5902	0	21828	
959	mDiffFit  -s fit.000207.000210.txt p2mass-atlas-981105n-j2360021.fits p2mass-atlas-981105n-j2430256.fits diff.207.210.fits ../../data/data2/region.hdr  || echo err	21743	31.276	959	exit 0	huscs015-kabe-2011-06-05-21-41-29-23172	31.277778	35.569138	4.291360	32.101203	35.526302	3.42509889603	0.000000	0.008000	0	0	0	0	5902	0	21829	
960	mDiffFit  -s fit.000208.000215.txt p2mass-atlas-981204n-j0450266.fits p2mass-atlas-981105n-j2360009.fits diff.208.215.fits ../../data/data2/region.hdr  || echo err	21750	31.276	960	exit 0	huscs007-kabe-2011-06-05-21-41-29-29921	31.277778	36.066922	4.789144	32.136659	36.053499	3.91683983803	0.000000	0.004000	0	0	0	0	5905	0	21830	
961	mDiffFit  -s fit.000207.000249.txt p2mass-atlas-981105n-j2360021.fits p2mass-atlas-981105n-j2360032.fits diff.207.249.fits ../../data/data2/region.hdr  || echo err	21746	31.276	961	exit 0	huscs006-kabe-2011-04-11-00-17-13-21996	31.277778	34.419216	3.141438	32.213819	34.411762	2.19794297218	0.000000	0.012001	0	0	0	0	5936	0	21831	
962	mDiffFit  -s fit.000189.000197.txt p2mass-atlas-981204n-j0350266.fits p2mass-atlas-981204n-j0350256.fits diff.189.197.fits ../../data/data2/region.hdr  || echo err	21667	31.277	962	exit 0	huscs004-kabe-2011-06-05-21-41-34-14377	31.277778	34.609518	3.331740	32.211978	34.548978	2.33699989319	0.004000	0.004001	0	0	0	0	5904	0	21832	
963	mDiffFit  -s fit.000220.000245.txt p2mass-atlas-981105n-j2320032.fits p2mass-atlas-981105n-j2330244.fits diff.220.245.fits ../../data/data2/region.hdr  || echo err	21780	31.277	963	exit 0	huscs008-kabe-2011-04-11-00-17-13-21850	31.277778	33.473153	2.195375	31.894681	33.468293	1.57361221313	0.004001	0.008000	0	0	0	0	5926	0	21833	
964	mDiffFit  -s fit.000207.000247.txt p2mass-atlas-981105n-j2360021.fits p2mass-atlas-981105n-j2350256.fits diff.207.247.fits ../../data/data2/region.hdr  || echo err	21745	31.277	964	exit 0	huscs010-kabe-2011-06-05-21-41-34-25191	31.277778	34.879503	3.601725	32.208173	34.846868	2.6386950016	0.004000	0.008000	0	0	0	0	5900	0	21834	
965	mDiffFit  -s fit.000203.000213.txt p2mass-atlas-981105n-j2430266.fits p2mass-atlas-981204n-j0460009.fits diff.203.213.fits ../../data/data2/region.hdr  || echo err	21722	31.277	965	exit 0	huscs007-kabe-2011-06-05-21-41-34-29936	31.277778	35.974383	4.696605	32.188546	35.950990	3.76244401932	0.008001	0.000000	0	0	0	0	5902	0	21835	
966	mDiffFit  -s fit.000209.000213.txt p2mass-atlas-981204n-j0470266.fits p2mass-atlas-981204n-j0460009.fits diff.209.213.fits ../../data/data2/region.hdr  || echo err	21753	31.277	966	exit 0	huscs005-kabe-2011-06-05-21-41-29-29562	31.277778	35.409730	4.131952	32.062414	35.390620	3.3282058239	0.000000	0.004000	0	0	0	0	5907	0	21836	
967	mDiffFit  -s fit.000190.000260.txt p2mass-atlas-981105n-j2150266.fits p2mass-atlas-981105n-j2150256.fits diff.190.260.fits ../../data/data2/region.hdr  || echo err	21675	31.285	967	exit 0	huscs012-kabe-2011-06-05-21-41-34-18628	31.290701	34.773879	3.483178	32.171689	34.620013	2.44832396507	0.008000	0.004000	0	0	0	0	5904	0	21838	
968	mDiffFit  -s fit.000197.000198.txt p2mass-atlas-981204n-j0350256.fits p2mass-atlas-981204n-j0340021.fits diff.197.198.fits ../../data/data2/region.hdr  || echo err	21702	31.285	968	exit 0	huscs019-kabe-2011-06-05-21-41-29-11144	31.290701	34.159027	2.868326	32.198893	34.149610	1.95071697235	0.000000	0.004000	0	0	0	0	5912	0	21839	
969	mDiffFit  -s fit.000190.000192.txt p2mass-atlas-981105n-j2150266.fits p2mass-atlas-981105n-j2080009.fits diff.190.192.fits ../../data/data2/region.hdr  || echo err	21674	31.285	969	exit 0	huscs005-kabe-2011-06-05-21-41-34-29589	31.290701	34.729583	3.438882	32.251689	34.616015	2.36432600021	0.000000	0.004000	0	0	0	0	5896	0	21840	
970	mDiffFit  -s fit.000202.000212.txt p2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2470256.fits diff.202.212.fits ../../data/data2/region.hdr  || echo err	21712	31.285	970	exit 0	huscs018-kabe-2011-06-05-21-41-34-2911	31.290701	33.430018	2.139317	31.823567	33.419340	1.59577298164	0.000000	0.008001	0	0	0	0	5900	0	21841	
971	mDiffFit  -s fit.000210.000215.txt p2mass-atlas-981105n-j2430256.fits p2mass-atlas-981105n-j2360009.fits diff.210.215.fits ../../data/data2/region.hdr  || echo err	21754	31.294	971	exit 0	huscs010-kabe-2011-06-05-21-41-34-25186	31.294319	34.524611	3.230292	32.020401	34.451389	2.43098807335	0.000000	0.008001	0	0	0	0	5899	0	21842	
972	mDiffFit  -s fit.000214.000304.txt p2mass-atlas-981105n-j2450244.fits p2mass-atlas-981105n-j2460032.fits diff.214.304.fits ../../data/data2/region.hdr  || echo err	21768	31.294	972	exit 0	huscs017-kabe-2011-06-05-21-41-29-6573	31.294319	35.290108	3.995789	32.239409	35.205782	2.96637296677	0.000000	0.016001	0	0	0	0	5906	0	21843	
973	mDiffFit  -s fit.000196.000201.txt p2mass-atlas-981204n-j0330256.fits p2mass-atlas-981204n-j0320021.fits diff.196.201.fits ../../data/data2/region.hdr  || echo err	21700	31.297	973	exit 0	huscs008-kabe-2011-06-05-21-41-34-30578	31.297955	34.418723	3.120768	32.233577	34.404982	2.17140507698	0.008001	0.012001	0	0	0	0	5903	0	21844	
974	mDiffFit  -s fit.000221.000243.txt p2mass-atlas-981105n-j2350232.fits p2mass-atlas-981105n-j2340032.fits diff.221.243.fits ../../data/data2/region.hdr  || echo err	21790	31.298	974	exit 0	huscs003-kabe-2011-06-05-21-41-34-14498	31.297955	34.255061	2.957106	31.916158	34.241118	2.32495999336	0.000000	0.008000	0	0	0	0	5898	0	21845	
975	mDiffFit  -s fit.000191.000192.txt p2mass-atlas-981204n-j0320009.fits p2mass-atlas-981105n-j2080009.fits diff.191.192.fits ../../data/data2/region.hdr  || echo err	21678	31.308	975	exit 0	huscs019-kabe-2011-04-11-00-17-13-19518	31.315772	32.324899	1.009127	31.545809	32.272221	0.726412057877	0.004000	0.008000	0	0	0	0	5911	0	21846	
976	mDiffFit  -s fit.000222.000223.txt p2mass-atlas-981105n-j2300032.fits p2mass-atlas-981105n-j2310244.fits diff.222.223.fits ../../data/data2/region.hdr  || echo err	21813	31.317	976	exit 0	huscs003-kabe-2011-06-05-21-41-34-14497	31.317731	34.218163	2.900432	32.246378	34.199391	1.95301294327	0.000000	0.008000	0	0	0	0	5908	0	21847	
977	mDiffFit  -s fit.000207.000254.txt p2mass-atlas-981105n-j2360021.fits p2mass-atlas-981105n-j2350244.fits diff.207.254.fits ../../data/data2/region.hdr  || echo err	21747	31.317	977	exit 0	huscs018-kabe-2011-04-11-00-17-13-22737	31.317731	34.284417	2.966686	31.982069	34.252540	2.27047109604	0.000000	0.004000	0	0	0	0	5921	0	21848	
978	mDiffFit  -s fit.000221.000249.txt p2mass-atlas-981105n-j2350232.fits p2mass-atlas-981105n-j2360032.fits diff.221.249.fits ../../data/data2/region.hdr  || echo err	21808	31.317	978	exit 0	huscs005-kabe-2011-06-05-21-41-34-29584	31.317731	34.775313	3.457582	32.264817	34.701074	2.43625712395	0.000000	0.008000	0	0	0	0	5907	0	21849	
979	mDiffFit  -s fit.000208.000244.txt p2mass-atlas-981204n-j0450266.fits p2mass-atlas-981204n-j0440009.fits diff.208.244.fits ../../data/data2/region.hdr  || echo err	21751	31.317	979	exit 0	huscs018-kabe-2011-06-05-21-41-39-2930	31.317731	35.459225	4.141494	32.273984	35.448614	3.17462992668	0.000000	0.012001	0	0	0	0	5900	0	21850	
980	mDiffFit  -s fit.000221.000254.txt p2mass-atlas-981105n-j2350232.fits p2mass-atlas-981105n-j2350244.fits diff.221.254.fits ../../data/data2/region.hdr  || echo err	21812	31.317	980	exit 0	huscs013-kabe-2011-06-05-21-41-34-4456	31.317731	34.858979	3.541248	32.269498	34.851712	2.58221387863	0.000000	0.008000	0	0	0	0	5903	0	21851	
981	mDiffFit  -s fit.000214.000302.txt p2mass-atlas-981105n-j2450244.fits p2mass-atlas-981105n-j2450232.fits diff.214.302.fits ../../data/data2/region.hdr  || echo err	21766	31.321	981	exit 0	huscs017-kabe-2011-06-05-21-41-34-6600	31.321017	35.339467	4.018450	34.335467	35.322186	0.986718893051	0.004001	0.004000	0	0	0	0	5907	0	21852	
982	mDiffFit  -s fit.000210.000217.txt p2mass-atlas-981105n-j2430256.fits p2mass-atlas-981105n-j2440021.fits diff.210.217.fits ../../data/data2/region.hdr  || echo err	21755	31.323	982	exit 0	huscs014-kabe-2011-06-05-21-41-34-26064	31.324130	34.375155	3.051025	32.281686	34.346572	2.06488609314	0.004000	0.012000	0	0	0	0	5907	0	21853	
983	mDiffFit  -s fit.000222.000233.txt p2mass-atlas-981105n-j2300032.fits p2mass-atlas-981105n-j2300021.fits diff.222.233.fits ../../data/data2/region.hdr  || echo err	21814	31.328	983	exit 0	huscs005-kabe-2011-06-05-21-41-39-29593	31.330365	34.775521	3.445156	32.289245	34.712088	2.42284297943	0.004000	0.012001	0	0	0	0	5906	0	21854	
984	mDiffFit  -s fit.000222.000258.txt p2mass-atlas-981105n-j2300032.fits p2mass-atlas-981105n-j2290244.fits diff.222.258.fits ../../data/data2/region.hdr  || echo err	21837	31.339	984	exit 0	huscs014-kabe-2011-06-05-21-41-29-26050	31.339777	34.610397	3.270620	32.110593	34.575981	2.46538805962	0.004000	0.004000	0	0	0	0	5901	0	21855	
985	mDiffFit  -s fit.000208.000246.txt p2mass-atlas-981204n-j0450266.fits p2mass-atlas-981105n-j2350266.fits diff.208.246.fits ../../data/data2/region.hdr  || echo err	21752	31.345	985	exit 0	huscs010-kabe-2011-06-05-21-41-34-25180	31.345314	35.492303	4.146989	32.315627	35.464029	3.14840197563	0.008001	0.004000	0	0	0	0	5901	0	21856	
986	mDiffFit  -s fit.000215.000244.txt p2mass-atlas-981105n-j2360009.fits p2mass-atlas-981204n-j0440009.fits diff.215.244.fits ../../data/data2/region.hdr  || echo err	21769	31.347	986	exit 0	huscs014-kabe-2011-06-05-21-41-34-26065	31.347615	34.525544	3.177929	31.980018	34.452326	2.47230792046	0.000000	0.012000	0	0	0	0	5900	0	21857	
987	mDiffFit  -s fit.000192.000263.txt p2mass-atlas-981105n-j2080009.fits p2mass-atlas-981105n-j2080021.fits diff.192.263.fits ../../data/data2/region.hdr  || echo err	21685	31.350	987	exit 0	huscs003-kabe-2011-06-05-21-41-29-14476	31.350897	35.959561	4.608664	34.409778	35.941110	1.53133201599	0.004001	0.008001	0	0	0	0	5906	0	21858	
988	mDiffFit  -s fit.000189.000269.txt p2mass-atlas-981204n-j0350266.fits p2mass-atlas-981105n-j2160009.fits diff.189.269.fits ../../data/data2/region.hdr  || echo err	21671	31.383	988	exit 0	huscs010-kabe-2011-06-05-21-41-34-25189	31.383408	35.932930	4.549522	32.161786	35.888397	3.72661089897	0.008000	0.000000	0	0	0	0	5899	0	21859	
989	mDiffFit  -s fit.000211.000214.txt p2mass-atlas-981105n-j2450256.fits p2mass-atlas-981105n-j2450244.fits diff.211.214.fits ../../data/data2/region.hdr  || echo err	21756	31.383	989	exit 0	huscs014-kabe-2011-06-05-21-41-34-26059	31.383408	34.526041	3.142633	31.900992	34.451123	2.55013084412	0.000000	0.004000	0	0	0	0	5902	0	21860	
990	mDiffFit  -s fit.000191.000201.txt p2mass-atlas-981204n-j0320009.fits p2mass-atlas-981204n-j0320021.fits diff.191.201.fits ../../data/data2/region.hdr  || echo err	21683	31.383	990	exit 0	huscs013-kabe-2011-06-05-21-41-34-4454	31.383408	34.683660	3.300252	31.936399	34.629118	2.69271922112	0.000000	0.004000	0	0	0	0	5895	0	21861	
991	mDiffFit  -s fit.000203.000215.txt p2mass-atlas-981105n-j2430266.fits p2mass-atlas-981105n-j2360009.fits diff.203.215.fits ../../data/data2/region.hdr  || echo err	21727	31.388	991	exit 0	huscs017-kabe-2011-06-05-21-41-29-6570	31.388986	35.289344	3.900358	32.349064	35.187456	2.83839201927	0.004000	0.016001	0	0	0	0	5897	0	21862	
992	mDiffFit  -s fit.000197.000285.txt p2mass-atlas-981204n-j0350256.fits p2mass-atlas-981123n-j0710266.fits diff.197.285.fits ../../data/data2/region.hdr  || echo err	21703	31.393	992	exit 0	huscs013-kabe-2011-06-05-21-41-29-4409	31.393492	34.827635	3.434143	32.166405	34.739183	2.57277798653	0.000000	0.008000	0	0	0	0	5899	0	21863	
993	mDiffFit  -s fit.000202.000211.txt p2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2450256.fits diff.202.211.fits ../../data/data2/region.hdr  || echo err	21711	31.393	993	exit 0	huscs017-kabe-2011-06-05-21-41-29-6574	31.393492	35.288953	3.895461	32.308897	35.165385	2.85648798943	0.000000	0.012001	0	0	0	0	5897	0	21864	
994	mDiffFit  -s fit.000194.000198.txt p2mass-atlas-981204n-j0340033.fits p2mass-atlas-981204n-j0340021.fits diff.194.198.fits ../../data/data2/region.hdr  || echo err	21690	31.418	994	exit 0	huscs017-kabe-2011-06-05-21-41-34-6597	31.419421	34.999619	3.580198	32.263215	34.990825	2.72761011124	0.004000	0.004000	0	0	0	0	5909	0	21865	
996	mDiffFit  -s fit.000204.000210.txt p2mass-atlas-981105n-j2430244.fits p2mass-atlas-981105n-j2430256.fits diff.204.210.fits ../../data/data2/region.hdr  || echo err	21730	31.419	996	exit 0	huscs011-kabe-2011-06-05-21-41-34-18509	31.419421	34.999420	3.579999	32.377575	34.971985	2.59440994263	0.000000	0.016001	0	0	0	0	5902	0	21867	
997	mDiffFit  -s fit.000191.000196.txt p2mass-atlas-981204n-j0320009.fits p2mass-atlas-981204n-j0330256.fits diff.191.196.fits ../../data/data2/region.hdr  || echo err	21682	31.419	997	exit 0	huscs013-kabe-2011-06-05-21-41-34-4452	31.419421	35.288129	3.868708	34.405675	35.137145	0.731469869614	0.004000	0.000000	0	0	0	0	5904	0	21868	
998	mDiffFit  -s fit.000192.000260.txt p2mass-atlas-981105n-j2080009.fits p2mass-atlas-981105n-j2150256.fits diff.192.260.fits ../../data/data2/region.hdr  || echo err	21684	31.419	998	exit 0	huscs010-kabe-2011-06-05-21-41-29-25162	31.419421	34.828289	3.408868	32.328752	34.765714	2.43696212769	0.000000	0.012001	0	0	0	0	5908	0	21869	
