work_idx	cmd	pid	dirs	time_req	run_idx	result	man_name	time_start	time_end	time_since_start	worker_time_start	worker_time_end	worker_time	utime	stime	maxrss	ixrss	idrss	isrss	minflt	majflt	io	io_filename
777	mDiffFit  -s fit.000140.000143.txt p2mass-atlas-971024n-j0090185.fits p2mass-atlas-971024n-j0090197.fits diff.140.143.fits ../../data/data2/region.hdr  || echo err	31952	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.922	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18347	20.924	23.373	2.450	20.935	23.359	2.424	0.008	0.008	0	0	0	0	5919	0		-
778	mDiffFit  -s fit.000141.000143.txt p2mass-atlas-981204n-j0420080.fits p2mass-atlas-971024n-j0090197.fits diff.141.143.fits ../../data/data2/region.hdr  || echo err	31954	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.938	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.942	23.412	2.469	20.954	23.392	2.438	0.004	0.004	0	0	0	0	5909	0		-
779	mDiffFit  -s fit.000142.000143.txt p2mass-atlas-981204n-j0420068.fits p2mass-atlas-971024n-j0090197.fits diff.142.143.fits ../../data/data2/region.hdr  || echo err	31955	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.941	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.942	23.778	2.836	20.955	23.768	2.813	0.004	0.000	0	0	0	0	5906	0		-
780	mDiffFit  -s fit.000144.000146.txt p2mass-atlas-991212n-j0420021.fits p2mass-atlas-981123n-j0740033.fits diff.144.146.fits ../../data/data2/region.hdr  || echo err	31956	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.958	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.969	23.085	2.116	20.999	23.077	2.079	0.000	0.008	0	0	0	0	5912	0		-
781	mDiffFit  -s fit.000144.000148.txt p2mass-atlas-991212n-j0420021.fits p2mass-atlas-991212n-j0420033.fits diff.144.148.fits ../../data/data2/region.hdr  || echo err	31957	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.960	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.969	23.604	2.634	21.000	23.595	2.595	0.000	0.016	0	0	0	0	5909	0		-
782	mDiffFit  -s fit.000144.000149.txt p2mass-atlas-991212n-j0420021.fits p2mass-atlas-991212n-j0420009.fits diff.144.149.fits ../../data/data2/region.hdr  || echo err	31958	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.968	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.969	23.546	2.577	21.001	23.537	2.537	0.000	0.004	0	0	0	0	5909	0		-
783	mDiffFit  -s fit.000145.000147.txt p2mass-atlas-981105n-j2490266.fits p2mass-atlas-981105n-j2480009.fits diff.145.147.fits ../../data/data2/region.hdr  || echo err	31959	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.971	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.977	23.290	2.313	21.002	23.274	2.272	0.000	0.012	0	0	0	0	5910	0		-
784	mDiffFit  -s fit.000145.000149.txt p2mass-atlas-981105n-j2490266.fits p2mass-atlas-991212n-j0420009.fits diff.145.149.fits ../../data/data2/region.hdr  || echo err	31960	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.976	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.977	23.511	2.534	21.002	23.494	2.492	0.000	0.008	0	0	0	0	5906	0		-
785	mDiffFit  -s fit.000145.000167.txt p2mass-atlas-981105n-j2490266.fits p2mass-atlas-981105n-j2490256.fits diff.145.167.fits ../../data/data2/region.hdr  || echo err	31961	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.979	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.980	23.534	2.553	21.004	23.520	2.516	0.000	0.008	0	0	0	0	5905	0		-
786	mDiffFit  -s fit.000146.000148.txt p2mass-atlas-981123n-j0740033.fits p2mass-atlas-991212n-j0420033.fits diff.146.148.fits ../../data/data2/region.hdr  || echo err	31962	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	20.993	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	20.995	24.168	3.173	21.005	24.158	3.153	0.000	0.008	0	0	0	0	5904	0		-
787	mDiffFit  -s fit.000146.000159.txt p2mass-atlas-981123n-j0740033.fits p2mass-atlas-991212n-j0420044.fits diff.146.159.fits ../../data/data2/region.hdr  || echo err	31963	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.004	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	21.009	23.659	2.651	21.015	23.643	2.628	0.000	0.012	0	0	0	0	5908	0		-
788	mDiffFit  -s fit.000147.000149.txt p2mass-atlas-981105n-j2480009.fits p2mass-atlas-991212n-j0420009.fits diff.147.149.fits ../../data/data2/region.hdr  || echo err	31965	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.079	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	21.081	24.444	3.364	21.087	24.427	3.340	0.000	0.016	0	0	0	0	5926	0		-
789	mDiffFit  -s fit.000146.000160.txt p2mass-atlas-981123n-j0740033.fits p2mass-atlas-981123n-j0740044.fits diff.146.160.fits ../../data/data2/region.hdr  || echo err	31964	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.084	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	21.087	23.693	2.606	21.093	23.682	2.590	0.000	0.008	0	0	0	0	5924	0		-
790	mDiffFit  -s fit.000153.000154.txt p2mass-atlas-991212n-j0420056.fits p2mass-atlas-981123n-j0740056.fits diff.153.154.fits ../../data/data2/region.hdr  || echo err	31984	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.200	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	21.203	24.204	3.002	21.211	24.197	2.986	0.004	0.008	0	0	0	0	5921	0		-
791	mDiffFit  -s fit.000151.000154.txt p2mass-atlas-981123n-j0730209.fits p2mass-atlas-981123n-j0740056.fits diff.151.154.fits ../../data/data2/region.hdr  || echo err	31977	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.201	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	21.203	23.782	2.579	21.212	23.771	2.559	0.000	0.020	0	0	0	0	5920	0		-
792	mDiffFit  -s fit.000152.000155.txt p2mass-atlas-981204n-j0490185.fits p2mass-atlas-981123n-j0730197.fits diff.152.155.fits ../../data/data2/region.hdr  || echo err	31980	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.201	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	21.203	23.743	2.540	21.213	23.736	2.524	0.000	0.008	0	0	0	0	5913	0		-
793	mDiffFit  -s fit.000152.000164.txt p2mass-atlas-981204n-j0490185.fits p2mass-atlas-981123n-j0730185.fits diff.152.164.fits ../../data/data2/region.hdr  || echo err	31983	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.201	0	exit 0	huscs009-kabe-2011-06-06-18-57-17-18342	21.203	24.194	2.991	21.213	24.181	2.968	0.000	0.012	0	0	0	0	5918	0		-
794	mDiffFit  -s fit.000150.000163.txt p2mass-atlas-981123n-j0740080.fits p2mass-atlas-981123n-j0740091.fits diff.150.163.fits ../../data/data2/region.hdr  || echo err	31974	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.202	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.203	23.531	2.328	21.299	23.520	2.221	0.000	0.004	0	0	0	0	5922	0		-
795	mDiffFit  -s fit.000150.000164.txt p2mass-atlas-981123n-j0740080.fits p2mass-atlas-981123n-j0730185.fits diff.150.164.fits ../../data/data2/region.hdr  || echo err	31975	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.202	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.203	25.783	4.581	21.300	25.148	3.848	0.000	0.012	0	0	0	0	5924	0		-
796	mDiffFit  -s fit.000150.000165.txt p2mass-atlas-981123n-j0740080.fits p2mass-atlas-991212n-j0420091.fits diff.150.165.fits ../../data/data2/region.hdr  || echo err	31976	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.203	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.203	24.631	3.428	21.300	24.624	3.324	0.008	0.004	0	0	0	0	5927	0		-
797	mDiffFit  -s fit.000147.000212.txt p2mass-atlas-981105n-j2480009.fits p2mass-atlas-981105n-j2470256.fits diff.147.212.fits ../../data/data2/region.hdr  || echo err	31967	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.206	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.208	24.820	3.612	21.302	24.813	3.512	0.004	0.012	0	0	0	0	5919	0		-
798	mDiffFit  -s fit.000148.000160.txt p2mass-atlas-991212n-j0420033.fits p2mass-atlas-981123n-j0740044.fits diff.148.160.fits ../../data/data2/region.hdr  || echo err	31969	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.207	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.208	25.506	4.298	21.302	25.002	3.700	0.004	0.004	0	0	0	0	5921	0		-
799	mDiffFit  -s fit.000150.000156.txt p2mass-atlas-981123n-j0740080.fits p2mass-atlas-991212n-j0420080.fits diff.150.156.fits ../../data/data2/region.hdr  || echo err	31971	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.207	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.208	27.969	6.761	21.303	27.964	6.661	0.008	0.004	0	0	0	0	5917	0		-
800	mDiffFit  -s fit.000147.000167.txt p2mass-atlas-981105n-j2480009.fits p2mass-atlas-981105n-j2490256.fits diff.147.167.fits ../../data/data2/region.hdr  || echo err	31966	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.207	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.208	25.859	4.651	21.304	25.196	3.892	0.000	0.016	0	0	0	0	5918	0		-
801	mDiffFit  -s fit.000150.000155.txt p2mass-atlas-981123n-j0740080.fits p2mass-atlas-981123n-j0730197.fits diff.150.155.fits ../../data/data2/region.hdr  || echo err	31970	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.208	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.208	25.801	4.593	21.307	25.155	3.848	0.004	0.008	0	0	0	0	5918	0		-
802	mDiffFit  -s fit.000151.000157.txt p2mass-atlas-981123n-j0730209.fits p2mass-atlas-981123n-j0740068.fits diff.151.157.fits ../../data/data2/region.hdr  || echo err	31979	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.211	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.212	24.636	3.425	21.308	24.630	3.322	0.000	0.012	0	0	0	0	5914	0		-
803	mDiffFit  -s fit.000152.000161.txt p2mass-atlas-981204n-j0490185.fits p2mass-atlas-981123n-j0730173.fits diff.152.161.fits ../../data/data2/region.hdr  || echo err	31981	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.211	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.212	23.321	2.109	21.309	23.301	1.992	0.000	0.008	0	0	0	0	5913	0		-
804	mDiffFit  -s fit.000150.000158.txt p2mass-atlas-981123n-j0740080.fits p2mass-atlas-991212n-j0420068.fits diff.150.158.fits ../../data/data2/region.hdr  || echo err	31973	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.213	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.214	24.905	3.692	21.311	24.893	3.582	0.000	0.012	0	0	0	0	5918	0		-
805	mDiffFit  -s fit.000152.000162.txt p2mass-atlas-981204n-j0490185.fits p2mass-atlas-981204n-j0490173.fits diff.152.162.fits ../../data/data2/region.hdr  || echo err	31982	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.213	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.214	23.505	2.291	21.311	23.492	2.181	0.000	0.004	0	0	0	0	5910	0		-
806	mDiffFit  -s fit.000151.000155.txt p2mass-atlas-981123n-j0730209.fits p2mass-atlas-981123n-j0730197.fits diff.151.155.fits ../../data/data2/region.hdr  || echo err	31978	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.215	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.218	24.774	3.556	21.313	24.768	3.455	0.000	0.004	0	0	0	0	5915	0		-
807	mDiffFit  -s fit.000150.000157.txt p2mass-atlas-981123n-j0740080.fits p2mass-atlas-981123n-j0740068.fits diff.150.157.fits ../../data/data2/region.hdr  || echo err	31972	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.216	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.218	24.218	3.000	21.313	24.207	2.894	0.000	0.004	0	0	0	0	5916	0		-
808	mDiffFit  -s fit.000148.000159.txt p2mass-atlas-991212n-j0420033.fits p2mass-atlas-991212n-j0420044.fits diff.148.159.fits ../../data/data2/region.hdr  || echo err	31968	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.216	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.218	24.786	3.569	21.314	24.778	3.464	0.000	0.012	0	0	0	0	5906	0		-
809	mDiffFit  -s fit.000153.000157.txt p2mass-atlas-991212n-j0420056.fits p2mass-atlas-981123n-j0740068.fits diff.153.157.fits ../../data/data2/region.hdr  || echo err	31985	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.299	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5635	21.303	24.517	3.214	21.315	24.510	3.194	0.000	0.004	0	0	0	0	5906	0		-
810	mDiffFit  -s fit.000153.000158.txt p2mass-atlas-991212n-j0420056.fits p2mass-atlas-991212n-j0420068.fits diff.153.158.fits ../../data/data2/region.hdr  || echo err	31986	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.305	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.309	22.866	1.557	21.316	22.859	1.544	0.004	0.004	0	0	0	0	5913	0		-
811	mDiffFit  -s fit.000153.000159.txt p2mass-atlas-991212n-j0420056.fits p2mass-atlas-991212n-j0420044.fits diff.153.159.fits ../../data/data2/region.hdr  || echo err	31987	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.306	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.309	22.580	1.270	21.316	22.547	1.231	0.000	0.004	0	0	0	0	5911	0		-
812	mDiffFit  -s fit.000153.000160.txt p2mass-atlas-991212n-j0420056.fits p2mass-atlas-981123n-j0740044.fits diff.153.160.fits ../../data/data2/region.hdr  || echo err	31988	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.311	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.319	22.820	1.501	21.324	22.809	1.485	0.000	0.012	0	0	0	0	5909	0		-
813	mDiffFit  -s fit.000154.000157.txt p2mass-atlas-981123n-j0740056.fits p2mass-atlas-981123n-j0740068.fits diff.154.157.fits ../../data/data2/region.hdr  || echo err	31989	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.312	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.319	22.600	1.282	21.325	22.590	1.265	0.000	0.008	0	0	0	0	5905	0		-
814	mDiffFit  -s fit.000154.000158.txt p2mass-atlas-981123n-j0740056.fits p2mass-atlas-991212n-j0420068.fits diff.154.158.fits ../../data/data2/region.hdr  || echo err	31990	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.350	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.358	22.789	1.430	21.363	22.773	1.410	0.000	0.004	0	0	0	0	5907	0		-
815	mDiffFit  -s fit.000154.000159.txt p2mass-atlas-981123n-j0740056.fits p2mass-atlas-991212n-j0420044.fits diff.154.159.fits ../../data/data2/region.hdr  || echo err	31991	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.388	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.392	22.566	1.174	21.397	22.538	1.141	0.004	0.012	0	0	0	0	5901	0		-
816	mDiffFit  -s fit.000154.000160.txt p2mass-atlas-981123n-j0740056.fits p2mass-atlas-981123n-j0740044.fits diff.154.160.fits ../../data/data2/region.hdr  || echo err	31992	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.390	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.392	22.916	1.524	21.398	22.909	1.511	0.000	0.004	0	0	0	0	5902	0		-
817	mDiffFit  -s fit.000155.000157.txt p2mass-atlas-981123n-j0730197.fits p2mass-atlas-981123n-j0740068.fits diff.155.157.fits ../../data/data2/region.hdr  || echo err	31993	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.396	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.401	22.645	1.244	21.406	22.637	1.232	0.000	0.016	0	0	0	0	5999	0		-
818	mDiffFit  -s fit.000155.000164.txt p2mass-atlas-981123n-j0730197.fits p2mass-atlas-981123n-j0730185.fits diff.155.164.fits ../../data/data2/region.hdr  || echo err	31994	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.411	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.419	22.927	1.509	21.424	22.921	1.498	0.000	0.008	0	0	0	0	5926	0		-
819	mDiffFit  -s fit.000156.000157.txt p2mass-atlas-991212n-j0420080.fits p2mass-atlas-981123n-j0740068.fits diff.156.157.fits ../../data/data2/region.hdr  || echo err	31995	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.421	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.426	22.584	1.157	21.432	22.553	1.122	0.004	0.008	0	0	0	0	5929	0		-
820	mDiffFit  -s fit.000156.000158.txt p2mass-atlas-991212n-j0420080.fits p2mass-atlas-991212n-j0420068.fits diff.156.158.fits ../../data/data2/region.hdr  || echo err	31996	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.430	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.439	22.854	1.415	21.444	22.846	1.402	0.004	0.000	0	0	0	0	5924	0		-
821	mDiffFit  -s fit.000156.000163.txt p2mass-atlas-991212n-j0420080.fits p2mass-atlas-981123n-j0740091.fits diff.156.163.fits ../../data/data2/region.hdr  || echo err	31997	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.460	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.467	22.875	1.408	21.472	22.868	1.396	0.000	0.012	0	0	0	0	5914	0		-
822	mDiffFit  -s fit.000156.000165.txt p2mass-atlas-991212n-j0420080.fits p2mass-atlas-991212n-j0420091.fits diff.156.165.fits ../../data/data2/region.hdr  || echo err	31998	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.505	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.510	22.904	1.394	21.516	22.888	1.372	0.000	0.008	0	0	0	0	5918	0		-
823	mDiffFit  -s fit.000157.000158.txt p2mass-atlas-981123n-j0740068.fits p2mass-atlas-991212n-j0420068.fits diff.157.158.fits ../../data/data2/region.hdr  || echo err	31999	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.539	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.541	24.266	2.725	21.546	24.255	2.709	0.000	0.008	0	0	0	0	5917	0		-
824	mDiffFit  -s fit.000159.000160.txt p2mass-atlas-991212n-j0420044.fits p2mass-atlas-981123n-j0740044.fits diff.159.160.fits ../../data/data2/region.hdr  || echo err	32000	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.543	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.551	24.355	2.804	21.556	24.348	2.791	0.004	0.004	0	0	0	0	5920	0		-
825	mDiffFit  -s fit.000161.000162.txt p2mass-atlas-981123n-j0730173.fits p2mass-atlas-981204n-j0490173.fits diff.161.162.fits ../../data/data2/region.hdr  || echo err	32001	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.553	0	exit 0	huscs012-kabe-2011-06-06-18-57-17-781	21.559	23.009	1.451	21.564	23.003	1.439	0.004	0.012	0	0	0	0	5914	0		-
826	mDiffFit  -s fit.000161.000163.txt p2mass-atlas-981123n-j0730173.fits p2mass-atlas-981123n-j0740091.fits diff.161.163.fits ../../data/data2/region.hdr  || echo err	32002	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.702	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.710	23.576	1.865	21.716	23.567	1.851	0.000	0.012	0	0	0	0	5907	0		-
827	mDiffFit  -s fit.000161.000164.txt p2mass-atlas-981123n-j0730173.fits p2mass-atlas-981123n-j0730185.fits diff.161.164.fits ../../data/data2/region.hdr  || echo err	32003	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.721	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.726	24.827	3.100	21.733	24.817	3.085	0.000	0.012	0	0	0	0	5901	0		-
828	mDiffFit  -s fit.000162.000164.txt p2mass-atlas-981204n-j0490173.fits p2mass-atlas-981123n-j0730185.fits diff.162.164.fits ../../data/data2/region.hdr  || echo err	32004	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.762	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.771	25.551	3.780	21.783	25.002	3.219	0.000	0.008	0	0	0	0	5903	0		-
829	mDiffFit  -s fit.000163.000164.txt p2mass-atlas-981123n-j0740091.fits p2mass-atlas-981123n-j0730185.fits diff.163.164.fits ../../data/data2/region.hdr  || echo err	32005	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.776	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.780	25.807	4.027	21.785	25.162	3.377	0.004	0.012	0	0	0	0	5902	0		-
830	mDiffFit  -s fit.000163.000165.txt p2mass-atlas-981123n-j0740091.fits p2mass-atlas-991212n-j0420091.fits diff.163.165.fits ../../data/data2/region.hdr  || echo err	32006	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.783	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.791	27.910	6.119	21.796	27.903	6.107	0.000	0.004	0	0	0	0	5902	0		-
831	mDiffFit  -s fit.000166.000167.txt p2mass-atlas-981105n-j2490244.fits p2mass-atlas-981105n-j2490256.fits diff.166.167.fits ../../data/data2/region.hdr  || echo err	32007	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.834	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.837	25.544	3.707	21.843	25.002	3.159	0.000	0.004	0	0	0	0	5903	0		-
832	mDiffFit  -s fit.000166.000168.txt p2mass-atlas-981105n-j2490244.fits p2mass-atlas-981105n-j2490232.fits diff.166.168.fits ../../data/data2/region.hdr  || echo err	32008	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.839	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.840	24.789	2.949	21.844	24.778	2.934	0.000	0.012	0	0	0	0	5902	0		-
833	mDiffFit  -s fit.000166.000308.txt p2mass-atlas-981105n-j2490244.fits p2mass-atlas-981105n-j2480032.fits diff.166.308.fits ../../data/data2/region.hdr  || echo err	32009	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.842	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.850	25.983	4.132	21.862	25.679	3.816	0.000	0.008	0	0	0	0	5905	0		-
834	mDiffFit  -s fit.000168.000308.txt p2mass-atlas-981105n-j2490232.fits p2mass-atlas-981105n-j2480032.fits diff.168.308.fits ../../data/data2/region.hdr  || echo err	32010	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.886	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.895	25.951	4.056	21.900	25.516	3.615	0.004	0.004	0	0	0	0	5903	0		-
835	mDiffFit  -s fit.000169.000170.txt p2mass-atlas-981204n-j0320056.fits p2mass-atlas-981204n-j0330220.fits diff.169.170.fits ../../data/data2/region.hdr  || echo err	32011	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.900	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.907	25.788	3.881	21.912	25.159	3.246	0.000	0.008	0	0	0	0	5896	0		-
836	mDiffFit  -s fit.000169.000171.txt p2mass-atlas-981204n-j0320056.fits p2mass-atlas-981204n-j0320044.fits diff.169.171.fits ../../data/data2/region.hdr  || echo err	32012	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.947	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.948	25.916	3.967	21.954	25.510	3.556	0.000	0.008	0	0	0	0	5899	0		-
837	mDiffFit  -s fit.000170.000171.txt p2mass-atlas-981204n-j0330220.fits p2mass-atlas-981204n-j0320044.fits diff.170.171.fits ../../data/data2/region.hdr  || echo err	32013	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.951	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.959	25.846	3.887	21.964	25.188	3.224	0.000	0.008	0	0	0	0	5902	0		-
838	mDiffFit  -s fit.000170.000193.txt p2mass-atlas-981204n-j0330220.fits p2mass-atlas-981204n-j0330232.fits diff.170.193.fits ../../data/data2/region.hdr  || echo err	32014	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.961	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.966	26.124	4.158	21.970	25.931	3.961	0.008	0.000	0	0	0	0	5904	0		-
839	mDiffFit  -s fit.000171.000195.txt p2mass-atlas-981204n-j0320044.fits p2mass-atlas-981204n-j0320033.fits diff.171.195.fits ../../data/data2/region.hdr  || echo err	32017	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.968	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.969	26.392	4.422	21.975	26.381	4.406	0.000	0.012	0	0	0	0	5900	0		-
840	mDiffFit  -s fit.000170.000200.txt p2mass-atlas-981204n-j0330220.fits p2mass-atlas-981204n-j0340044.fits diff.170.200.fits ../../data/data2/region.hdr  || echo err	32015	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.971	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.974	26.050	4.076	21.979	25.793	3.814	0.008	0.000	0	0	0	0	5900	0		-
841	mDiffFit  -s fit.000171.000193.txt p2mass-atlas-981204n-j0320044.fits p2mass-atlas-981204n-j0330232.fits diff.171.193.fits ../../data/data2/region.hdr  || echo err	32016	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	21.973	0	exit 0	huscs016-kabe-2011-06-06-18-57-17-5630	21.974	26.186	4.212	21.980	26.042	4.062	0.000	0.008	0	0	0	0	5899	0		-
842	mDiffFit  -s fit.000172.000175.txt p2mass-atlas-971021n-j0390244.fits p2mass-atlas-971021n-j0380033.fits diff.172.175.fits ../../data/data2/region.hdr  || echo err	32018	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	22.004	0	exit 0	huscs006-kabe-2011-06-06-18-57-17-22542	22.014	25.612	3.598	22.018	25.031	3.014	0.000	0.008	0	0	0	0	5904	0		-
843	mDiffFit  -s fit.000173.000176.txt p2mass-atlas-001016n-j0910232.fits p2mass-atlas-001016n-j0980044.fits diff.173.176.fits ../../data/data2/region.hdr  || echo err	32020	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	22.049	0	exit 0	huscs006-kabe-2011-06-06-18-57-17-22542	22.049	23.615	1.566	22.054	23.597	1.543	0.004	0.008	0	0	0	0	5903	0		-
